Compound, Source, Atom Idx, C6_POSTG,C6_POSTG (Ha A^6), CGenFF Atom Type, C6_CGenFF, OPLS Atom Type, C6_OPLS, GAFF Atom Type, C6_GAFF
dimethyl-sulfide, dimethyl-sulfide_T298.15,7,2.51,0.092243002, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-sulfide, dimethyl-sulfide_T298.15,8,2.45,0.09003799, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-sulfide, dimethyl-sulfide_T298.15,9,2.51,0.092243002, HGA3,0.239, opls_140,0.06, h1,0.247
12-ethanedithiol, 12-ethanedithiol_T293.15,1,94.7,3.48024394, SG311,0.356, opls_200,-0.335, sh,0.356
12-ethanedithiol, 12-ethanedithiol_T293.15,2,3.15,0.11576313, HGP3,0.0802, opls_204,0.155, hs,0.107
12-ethanedithiol, 12-ethanedithiol_T293.15,3,22,0.8085044, CG321,0.358, opls_206,0.06, c3,0.34
12-ethanedithiol, 12-ethanedithiol_T293.15,4,2.56,0.094080512, HGA2,0.239, opls_140,0.06, h1,0.247
12-ethanedithiol, 12-ethanedithiol_T293.15,5,2.46,0.090405492, HGA2,0.239, opls_140,0.06, h1,0.247
12-ethanedithiol, 12-ethanedithiol_T293.15,6,22,0.8085044, CG321,0.358, opls_206,0.06, c3,0.34
12-ethanedithiol, 12-ethanedithiol_T293.15,7,2.45,0.09003799, HGA2,0.239, opls_140,0.06, h1,0.247
12-ethanedithiol, 12-ethanedithiol_T293.15,8,2.56,0.094080512, HGA2,0.239, opls_140,0.06, h1,0.247
12-ethanedithiol, 12-ethanedithiol_T293.15,9,94.8,3.48391896, SG311,0.356, opls_200,-0.335, sh,0.356
12-ethanedithiol, 12-ethanedithiol_T293.15,10,3.15,0.11576313, HGP3,0.0802, opls_204,0.155, hs,0.107
pyridine, pyridine_T293.15,1,23.6,0.86730472, CG2R61,0.355, opls_521,0.473, ca,0.34
pyridine, pyridine_T293.15,2,2.52,0.092610504, HGR62,0.196, opls_524,0.012, h4,0.251
pyridine, pyridine_T293.15,3,23.2,0.85260464, CG2R61,0.355, opls_522,-0.447, ca,0.34
pyridine, pyridine_T293.15,4,2.43,0.089302986, HGR61,0.242, opls_525,0.155, ha,0.26
pyridine, pyridine_T293.15,5,23,0.8452546, CG2R61,0.355, opls_523,0.227, ca,0.34
pyridine, pyridine_T293.15,6,2.37,0.087097974, HGR61,0.242, opls_526,0.065, ha,0.26
pyridine, pyridine_T293.15,7,23.2,0.85260464, CG2R61,0.355, opls_522,-0.447, ca,0.34
pyridine, pyridine_T293.15,8,2.43,0.089302986, HGR61,0.242, opls_525,0.155, ha,0.26
pyridine, pyridine_T293.15,9,23.6,0.86730472, CG2R61,0.355, opls_521,0.473, ca,0.34
pyridine, pyridine_T293.15,10,2.52,0.092610504, HGR62,0.196, opls_524,0.012, h4,0.251
pyridine, pyridine_T293.15,11,18.1,0.66517862, NG2R60,0.337, opls_520,-0.678, nb,0.325
pyrrolidine, pyrrolidine_T293.15,1,20.6,0.75705412, CG3C52,0.36, opls_907,0.08, c3,0.34
pyrrolidine, pyrrolidine_T293.15,2,15.7,0.57697814, NG3C51,0.33, opls_901,-0.78, n3,0.325
pyrrolidine, pyrrolidine_T293.15,3,20.6,0.75705412, CG3C52,0.36, opls_907,0.08, c3,0.34
pyrrolidine, pyrrolidine_T293.15,4,20.5,0.7533791, CG3C52,0.36, opls_136,-0.12, c3,0.34
pyrrolidine, pyrrolidine_T293.15,5,20.5,0.7533791, CG3C52,0.36, opls_136,-0.12, c3,0.34
pyrrolidine, pyrrolidine_T293.15,6,2.39,0.087832978, HGA2,0.239, opls_911,0.06, h1,0.247
pyrrolidine, pyrrolidine_T293.15,7,2.51,0.092243002, HGA2,0.239, opls_911,0.06, h1,0.247
pyrrolidine, pyrrolidine_T293.15,8,2.43,0.089302986, HGA2,0.239, opls_140,0.06, hc,0.265
pyrrolidine, pyrrolidine_T293.15,9,2.44,0.089670488, HGA2,0.239, opls_140,0.06, hc,0.265
pyrrolidine, pyrrolidine_T293.15,10,2.43,0.089302986, HGA2,0.239, opls_140,0.06, hc,0.265
pyrrolidine, pyrrolidine_T293.15,11,2.45,0.09003799, HGA2,0.239, opls_140,0.06, hc,0.265
pyrrolidine, pyrrolidine_T293.15,12,2.49,0.091507998, HGA2,0.239, opls_911,0.06, h1,0.247
pyrrolidine, pyrrolidine_T293.15,13,2.39,0.087832978, HGA2,0.239, opls_911,0.06, h1,0.247
pyrrolidine, pyrrolidine_T293.15,14,2.33,0.085627966, HGP1,0.04, opls_910,0.38, hn,0.107
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,1,23.1,0.84892962, CG2R61,0.355, opls_145,-0.115, ca,0.34
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,2,2.54,0.093345508, HGR61,0.242, opls_146,0.115, ha,0.26
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,3,23.1,0.84892962, CG2R61,0.355, opls_145,-0.115, ca,0.34
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,4,2.4,0.08820048, HGR61,0.242, opls_146,0.115, ha,0.26
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,5,23.1,0.84892962, CG2R61,0.355, opls_145,-0.115, ca,0.34
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,6,2.4,0.08820048, HGR61,0.242, opls_146,0.115, ha,0.26
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,7,23.1,0.84892962, CG2R61,0.355, opls_145,-0.115, ca,0.34
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,8,2.39,0.087832978, HGR61,0.242, opls_146,0.115, ha,0.26
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,9,23.1,0.84892962, CG2R61,0.355, opls_145,-0.115, ca,0.34
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,10,2.53,0.092978006, HGR61,0.242, opls_146,0.115, ha,0.26
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,11,21.8,0.80115436, CG2R61,0.355, opls_724,0.15, ca,0.34
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,12,20.6,0.75705412, CG302,0.41, opls_725,0.45, c3,0.34
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,13,8.07,0.296574114, FGA3,0.285, opls_726,-0.2, f,0.312
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,14,8.22,0.302086644, FGA3,0.285, opls_726,-0.2, f,0.312
trifluoromethyl-benzene, trifluoromethyl-benzene_T298.15,15,8.33,0.306129166, FGA3,0.285, opls_726,-0.2, f,0.312
cyclohexanone, cyclohexanone_T293.15,1,20.4,0.74970408, CG321,0.358, opls_136,-0.12, c3,0.34
cyclohexanone, cyclohexanone_T293.15,2,2.38,0.087465476, HGA2,0.239, opls_282,0.06, hc,0.265
cyclohexanone, cyclohexanone_T293.15,3,2.48,0.091140496, HGA2,0.239, opls_282,0.06, hc,0.265
cyclohexanone, cyclohexanone_T293.15,4,20.1,0.73867902, CG321,0.358, opls_136,-0.12, c3,0.34
cyclohexanone, cyclohexanone_T293.15,5,2.39,0.087832978, HGA2,0.239, opls_140,0.06, hc,0.265
cyclohexanone, cyclohexanone_T293.15,6,2.33,0.085627966, HGA2,0.239, opls_140,0.06, hc,0.265
cyclohexanone, cyclohexanone_T293.15,7,20.1,0.73867902, CG321,0.358, opls_136,-0.12, c3,0.34
cyclohexanone, cyclohexanone_T293.15,8,2.34,0.085995468, HGA2,0.239, opls_140,0.06, hc,0.265
cyclohexanone, cyclohexanone_T293.15,9,2.44,0.089670488, HGA2,0.239, opls_140,0.06, hc,0.265
cyclohexanone, cyclohexanone_T293.15,10,20.1,0.73867902, CG321,0.358, opls_136,-0.12, c3,0.34
cyclohexanone, cyclohexanone_T293.15,11,2.39,0.087832978, HGA2,0.239, opls_140,0.06, hc,0.265
cyclohexanone, cyclohexanone_T293.15,12,2.33,0.085627966, HGA2,0.239, opls_140,0.06, hc,0.265
cyclohexanone, cyclohexanone_T293.15,13,20.4,0.74970408, CG321,0.358, opls_136,-0.12, c3,0.34
cyclohexanone, cyclohexanone_T293.15,14,2.48,0.091140496, HGA2,0.239, opls_282,0.06, hc,0.265
cyclohexanone, cyclohexanone_T293.15,15,2.38,0.087465476, HGA2,0.239, opls_282,0.06, hc,0.265
cyclohexanone, cyclohexanone_T293.15,16,21.2,0.77910424, CG2O5,0.356, opls_280,0.47, c,0.34
cyclohexanone, cyclohexanone_T293.15,17,14.4,0.52920288, OG2D3,0.303, opls_281,-0.47, o,0.296
cyclopentanone, cyclopentanone_T298.15,1,20.3,0.74602906, CG3C52,0.36, opls_136,-0.12, c3,0.34
cyclopentanone, cyclopentanone_T298.15,2,2.38,0.087465476, HGA2,0.239, opls_282,0.06, hc,0.265
cyclopentanone, cyclopentanone_T298.15,3,2.35,0.08636297, HGA2,0.239, opls_282,0.06, hc,0.265
cyclopentanone, cyclopentanone_T298.15,4,20,0.735004, CG3C52,0.36, opls_136,-0.12, c3,0.34
cyclopentanone, cyclopentanone_T298.15,5,2.32,0.085260464, HGA2,0.239, opls_140,0.06, hc,0.265
cyclopentanone, cyclopentanone_T298.15,6,2.35,0.08636297, HGA2,0.239, opls_140,0.06, hc,0.265
cyclopentanone, cyclopentanone_T298.15,7,20,0.735004, CG3C52,0.36, opls_136,-0.12, c3,0.34
cyclopentanone, cyclopentanone_T298.15,8,2.35,0.08636297, HGA2,0.239, opls_140,0.06, hc,0.265
cyclopentanone, cyclopentanone_T298.15,9,2.32,0.085260464, HGA2,0.239, opls_140,0.06, hc,0.265
cyclopentanone, cyclopentanone_T298.15,10,20.3,0.74602906, CG3C52,0.36, opls_136,-0.12, c3,0.34
cyclopentanone, cyclopentanone_T298.15,11,2.38,0.087465476, HGA2,0.239, opls_282,0.06, hc,0.265
cyclopentanone, cyclopentanone_T298.15,12,2.35,0.08636297, HGA2,0.239, opls_282,0.06, hc,0.265
cyclopentanone, cyclopentanone_T298.15,13,21.2,0.77910424, CG2O5,0.356, opls_280,0.47, c,0.34
cyclopentanone, cyclopentanone_T298.15,14,14.5,0.5328779, OG2D3,0.303, opls_281,-0.47, o,0.296
propylamine, propylamine_T293.15,1,21.6,0.79380432, CG331,0.365, opls_135,-0.18, c3,0.34
propylamine, propylamine_T293.15,2,2.41,0.088567982, HGA3,0.239, opls_140,0.06, hc,0.265
propylamine, propylamine_T293.15,3,2.5,0.0918755, HGA3,0.239, opls_140,0.06, hc,0.265
propylamine, propylamine_T293.15,4,2.46,0.090405492, HGA3,0.239, opls_140,0.06, hc,0.265
propylamine, propylamine_T293.15,5,20.6,0.75705412, CG321,0.358, opls_136,-0.12, c3,0.34
propylamine, propylamine_T293.15,6,2.59,0.095183018, HGA2,0.239, opls_140,0.06, hc,0.265
propylamine, propylamine_T293.15,7,2.46,0.090405492, HGA2,0.239, opls_140,0.06, hc,0.265
propylamine, propylamine_T293.15,8,20.9,0.76807918, CG321,0.358, opls_906,0.06, c3,0.34
propylamine, propylamine_T293.15,9,2.58,0.094815516, HGA2,0.239, opls_911,0.06, h1,0.247
propylamine, propylamine_T293.15,10,2.47,0.090772994, HGA2,0.239, opls_911,0.06, h1,0.247
propylamine, propylamine_T293.15,11,16.7,0.61372834, NG321,0.355, opls_900,-0.9, n3,0.325
propylamine, propylamine_T293.15,12,2.37,0.087097974, HGPAM2,0.156, opls_909,0.36, hn,0.107
propylamine, propylamine_T293.15,13,2.42,0.088935484, HGPAM2,0.156, opls_909,0.36, hn,0.107
1-butanethiol, 1-butanethiol_T298.15,1,21.6,0.79380432, CG331,0.365, opls_135,-0.18, c3,0.34
1-butanethiol, 1-butanethiol_T298.15,2,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T298.15,3,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T298.15,4,2.4,0.08820048, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T298.15,5,20.7,0.76072914, CG321,0.358, opls_136,-0.12, c3,0.34
1-butanethiol, 1-butanethiol_T298.15,6,2.8,0.10290056, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T298.15,7,2.46,0.090405492, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T298.15,8,20.7,0.76072914, CG321,0.358, opls_136,-0.12, c3,0.34
1-butanethiol, 1-butanethiol_T298.15,9,2.43,0.089302986, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T298.15,10,2.55,0.09371301, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T298.15,11,21.5,0.7901293, CG321,0.358, opls_206,0.06, c3,0.34
1-butanethiol, 1-butanethiol_T298.15,12,2.46,0.090405492, HGA2,0.239, opls_140,0.06, h1,0.247
1-butanethiol, 1-butanethiol_T298.15,13,2.48,0.091140496, HGA2,0.239, opls_140,0.06, h1,0.247
1-butanethiol, 1-butanethiol_T298.15,14,93.1,3.42144362, SG311,0.356, opls_200,-0.335, sh,0.356
1-butanethiol, 1-butanethiol_T298.15,15,3.16,0.116130632, HGP3,0.0802, opls_204,0.155, hs,0.107
isopropylamine, isopropylamine_T298.15,1,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
isopropylamine, isopropylamine_T298.15,2,2.49,0.091507998, HGA3,0.239, opls_140,0.06, hc,0.265
isopropylamine, isopropylamine_T298.15,3,2.65,0.09738803, HGA3,0.239, opls_140,0.06, hc,0.265
isopropylamine, isopropylamine_T298.15,4,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
isopropylamine, isopropylamine_T298.15,5,19.9,0.73132898, CG311,0.356, opls_912,0.12, c3,0.34
isopropylamine, isopropylamine_T298.15,6,2.55,0.09371301, HGA1,0.239, opls_911,0.06, h1,0.247
isopropylamine, isopropylamine_T298.15,7,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
isopropylamine, isopropylamine_T298.15,8,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
isopropylamine, isopropylamine_T298.15,9,2.65,0.09738803, HGA3,0.239, opls_140,0.06, hc,0.265
isopropylamine, isopropylamine_T298.15,10,2.49,0.091507998, HGA3,0.239, opls_140,0.06, hc,0.265
isopropylamine, isopropylamine_T298.15,11,16.5,0.6063783, NG321,0.355, opls_900,-0.9, n3,0.325
isopropylamine, isopropylamine_T298.15,12,2.43,0.089302986, HGPAM2,0.156, opls_909,0.36, hn,0.107
isopropylamine, isopropylamine_T298.15,13,2.43,0.089302986, HGPAM2,0.156, opls_909,0.36, hn,0.107
N-methylformamide, N-methylformamide_T292.15,1,20.9,0.76807918, CG331,0.365, opls_242,0.02, c3,0.34
N-methylformamide, N-methylformamide_T292.15,2,2.31,0.084892962, HGA3,0.239, opls_140,0.06, h1,0.247
N-methylformamide, N-methylformamide_T292.15,3,2.31,0.084892962, HGA3,0.239, opls_140,0.06, h1,0.247
N-methylformamide, N-methylformamide_T292.15,4,2.17,0.079747934, HGA3,0.239, opls_140,0.06, h1,0.247
N-methylformamide, N-methylformamide_T292.15,5,13.5,0.4961277, NG2S1,0.33, opls_238,-0.5, n,0.325
N-methylformamide, N-methylformamide_T292.15,6,2.15,0.07901293, HGP1,0.04, opls_241,0.3, hn,0.107
N-methylformamide, N-methylformamide_T292.15,7,23.7,0.87097974, CG2O1,0.356, opls_235,0.5, c,0.34
N-methylformamide, N-methylformamide_T292.15,8,2.55,0.09371301, HGR52,0.16, opls_279,0, h5,0.242
N-methylformamide, N-methylformamide_T292.15,9,15.4,0.56595308, OG2D1,0.303, opls_236,-0.5, o,0.296
diethylene-glycol, diethylene-glycol_T288.15,1,12.4,0.45570248, OG311,0.314, opls_154,-0.683, oh,0.307
diethylene-glycol, diethylene-glycol_T288.15,2,2.37,0.087097974, HGP1,0.04, opls_155,0.418, ho,0
diethylene-glycol, diethylene-glycol_T288.15,3,20.9,0.76807918, CG321,0.358, opls_157,0.145, c3,0.34
diethylene-glycol, diethylene-glycol_T288.15,4,2.31,0.084892962, HGA2,0.239, opls_140,0.06, h1,0.247
diethylene-glycol, diethylene-glycol_T288.15,5,2.51,0.092243002, HGA2,0.239, opls_140,0.06, h1,0.247
diethylene-glycol, diethylene-glycol_T288.15,6,20.7,0.76072914, CG321,0.358, opls_182,0.14, c3,0.34
diethylene-glycol, diethylene-glycol_T288.15,7,2.55,0.09371301, HGA2,0.239, opls_185,0.03, h1,0.247
diethylene-glycol, diethylene-glycol_T288.15,8,2.45,0.09003799, HGA2,0.239, opls_185,0.03, h1,0.247
diethylene-glycol, diethylene-glycol_T288.15,9,10.7,0.39322714, OG301,0.294, opls_180,-0.4, os,0.3
diethylene-glycol, diethylene-glycol_T288.15,10,20.7,0.76072914, CG321,0.358, opls_182,0.14, c3,0.34
diethylene-glycol, diethylene-glycol_T288.15,11,2.55,0.09371301, HGA2,0.239, opls_185,0.03, h1,0.247
diethylene-glycol, diethylene-glycol_T288.15,12,2.45,0.09003799, HGA2,0.239, opls_185,0.03, h1,0.247
diethylene-glycol, diethylene-glycol_T288.15,13,20.9,0.76807918, CG321,0.358, opls_157,0.145, c3,0.34
diethylene-glycol, diethylene-glycol_T288.15,14,2.31,0.084892962, HGA2,0.239, opls_140,0.06, h1,0.247
diethylene-glycol, diethylene-glycol_T288.15,15,2.51,0.092243002, HGA2,0.239, opls_140,0.06, h1,0.247
diethylene-glycol, diethylene-glycol_T288.15,16,12.4,0.45570248, OG311,0.314, opls_154,-0.683, oh,0.307
diethylene-glycol, diethylene-glycol_T288.15,17,2.37,0.087097974, HGP1,0.04, opls_155,0.418, ho,0
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,1,21.6,0.79380432, CG331,0.365, opls_135,-0.18, c3,0.34
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,2,2.49,0.091507998, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,3,2.38,0.087465476, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,4,2.5,0.0918755, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,5,20.5,0.7533791, CG321,0.358, opls_136,-0.12, c3,0.34
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,6,2.45,0.09003799, HGA2,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,7,2.52,0.092610504, HGA2,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,8,18.8,0.69090376, CG301,0.356, opls_159,0.265, c3,0.34
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,9,21.9,0.80482938, CG331,0.365, opls_135,-0.18, c3,0.34
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,10,2.56,0.094080512, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,11,2.56,0.094080512, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,12,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,13,21.8,0.80115436, CG331,0.365, opls_135,-0.18, c3,0.34
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,14,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,15,2.53,0.092978006, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,16,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,17,12.1,0.44467742, OG311,0.314, opls_154,-0.683, oh,0.307
2-methyl-2-butanol, 2-methyl-2-butanol_T293.15,18,2.35,0.08636297, HGP1,0.04, opls_155,0.418, ho,0
tert-butylamine, tert-butylamine_T298.15,1,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
tert-butylamine, tert-butylamine_T298.15,2,2.58,0.094815516, HGA3,0.239, opls_140,0.06, hc,0.265
tert-butylamine, tert-butylamine_T298.15,3,2.58,0.094815516, HGA3,0.239, opls_140,0.06, hc,0.265
tert-butylamine, tert-butylamine_T298.15,4,2.53,0.092978006, HGA3,0.239, opls_140,0.06, hc,0.265
tert-butylamine, tert-butylamine_T298.15,5,18.7,0.68722874, CG301,0.356, opls_913,0.18, c3,0.34
tert-butylamine, tert-butylamine_T298.15,6,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
tert-butylamine, tert-butylamine_T298.15,7,2.49,0.091507998, HGA3,0.239, opls_140,0.06, hc,0.265
tert-butylamine, tert-butylamine_T298.15,8,2.53,0.092978006, HGA3,0.239, opls_140,0.06, hc,0.265
tert-butylamine, tert-butylamine_T298.15,9,2.64,0.097020528, HGA3,0.239, opls_140,0.06, hc,0.265
tert-butylamine, tert-butylamine_T298.15,10,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
tert-butylamine, tert-butylamine_T298.15,11,2.53,0.092978006, HGA3,0.239, opls_140,0.06, hc,0.265
tert-butylamine, tert-butylamine_T298.15,12,2.49,0.091507998, HGA3,0.239, opls_140,0.06, hc,0.265
tert-butylamine, tert-butylamine_T298.15,13,2.63,0.096653026, HGA3,0.239, opls_140,0.06, hc,0.265
tert-butylamine, tert-butylamine_T298.15,14,16.5,0.6063783, NG321,0.355, opls_900,-0.9, n3,0.325
tert-butylamine, tert-butylamine_T298.15,15,2.47,0.090772994, HGPAM2,0.156, opls_909,0.36, hn,0.107
tert-butylamine, tert-butylamine_T298.15,16,2.46,0.090405492, HGPAM2,0.156, opls_909,0.36, hn,0.107
dimethyl-sulfide, dimethyl-sulfide_T293.15,1,22.9,0.84157958, CG331,0.365, opls_209,-0.013, c3,0.34
dimethyl-sulfide, dimethyl-sulfide_T293.15,2,2.51,0.092243002, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-sulfide, dimethyl-sulfide_T293.15,3,2.51,0.092243002, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-sulfide, dimethyl-sulfide_T293.15,4,2.45,0.09003799, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-sulfide, dimethyl-sulfide_T293.15,5,90.5,3.3258931, SG311,0.356, opls_202,-0.335, ss,0.356
dimethyl-sulfide, dimethyl-sulfide_T293.15,6,22.9,0.84157958, CG331,0.365, opls_209,-0.013, c3,0.34
dimethyl-sulfide, dimethyl-sulfide_T293.15,7,2.51,0.092243002, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-sulfide, dimethyl-sulfide_T293.15,8,2.45,0.09003799, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-sulfide, dimethyl-sulfide_T293.15,9,2.51,0.092243002, HGA3,0.239, opls_140,0.06, h1,0.247
methyl-methacrylate, methyl-methacrylate_T298.15,1,21.9,0.80482938, CG331,0.365, opls_135,-0.18, c3,0.34
methyl-methacrylate, methyl-methacrylate_T298.15,2,2.4,0.08820048, HGA3,0.239, opls_140,0.06, hc,0.265
methyl-methacrylate, methyl-methacrylate_T298.15,3,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
methyl-methacrylate, methyl-methacrylate_T298.15,4,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
methyl-methacrylate, methyl-methacrylate_T298.15,5,21.7,0.79747934, CG2DC1,0.372, opls_141,0, ce,0.34
methyl-methacrylate, methyl-methacrylate_T298.15,6,24.6,0.90405492, CG2DC3,0.371, opls_143,-0.23, c2,0.34
methyl-methacrylate, methyl-methacrylate_T298.15,7,2.47,0.090772994, HGA5,0.225, opls_144,0.115, ha,0.26
methyl-methacrylate, methyl-methacrylate_T298.15,8,2.67,0.098123034, HGA5,0.225, opls_144,0.115, ha,0.26
methyl-methacrylate, methyl-methacrylate_T298.15,9,21.4,0.78645428, CG2O2,0.303, opls_465,0.51, c,0.34
methyl-methacrylate, methyl-methacrylate_T298.15,10,13.6,0.49980272, OG2D1,0.303, opls_466,-0.43, o,0.296
methyl-methacrylate, methyl-methacrylate_T298.15,11,10.3,0.37852706, OG302,0.294, opls_467,-0.33, os,0.3
methyl-methacrylate, methyl-methacrylate_T298.15,12,21.3,0.78277926, CG331,0.365, opls_468,0.16, c3,0.34
methyl-methacrylate, methyl-methacrylate_T298.15,13,2.4,0.08820048, HGA3,0.239, opls_469,0.03, h1,0.247
methyl-methacrylate, methyl-methacrylate_T298.15,14,2.4,0.08820048, HGA3,0.239, opls_469,0.03, h1,0.247
methyl-methacrylate, methyl-methacrylate_T298.15,15,2.22,0.081585444, HGA3,0.239, opls_469,0.03, h1,0.247
13-dioxolane, 13-dioxolane_T293.15,1,20.4,0.74970408, CG3C52,0.36, opls_182,0.14, c3,0.34
13-dioxolane, 13-dioxolane_T293.15,2,2.4,0.08820048, HGA2,0.239, opls_185,0.03, h1,0.247
13-dioxolane, 13-dioxolane_T293.15,3,2.28,0.083790456, HGA2,0.239, opls_185,0.03, h1,0.247
13-dioxolane, 13-dioxolane_T293.15,4,20.4,0.74970408, CG3C52,0.36, opls_182,0.14, c3,0.34
13-dioxolane, 13-dioxolane_T293.15,5,2.29,0.084157958, HGA2,0.239, opls_185,0.03, h1,0.247
13-dioxolane, 13-dioxolane_T293.15,6,2.4,0.08820048, HGA2,0.239, opls_185,0.03, h1,0.247
13-dioxolane, 13-dioxolane_T293.15,7,11.3,0.41527726, OG3C51,0.294, opls_180,-0.4, os,0.3
13-dioxolane, 13-dioxolane_T293.15,8,20.8,0.76440416, CG3C52,0.36, opls_189,0.2, c3,0.34
13-dioxolane, 13-dioxolane_T293.15,9,2.29,0.084157958, HGA2,0.239, opls_190,0.1, h2,0.229
13-dioxolane, 13-dioxolane_T293.15,10,2.51,0.092243002, HGA2,0.239, opls_190,0.1, h2,0.229
13-dioxolane, 13-dioxolane_T293.15,11,11.3,0.41527726, OG3C51,0.294, opls_180,-0.4, os,0.3
isobutane, isobutane_T298.15,1,21.7,0.79747934, CG331,0.365, opls_135,-0.18, c3,0.34
isobutane, isobutane_T298.15,2,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T298.15,3,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T298.15,4,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T298.15,5,19.3,0.70927886, CG311,0.356, opls_137,-0.06, c3,0.34
isobutane, isobutane_T298.15,6,2.39,0.087832978, HGA1,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T298.15,7,21.7,0.79747934, CG331,0.365, opls_135,-0.18, c3,0.34
isobutane, isobutane_T298.15,8,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T298.15,9,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T298.15,10,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T298.15,11,21.7,0.79747934, CG331,0.365, opls_135,-0.18, c3,0.34
isobutane, isobutane_T298.15,12,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T298.15,13,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T298.15,14,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
