Compound, Source, Atom Idx, C6_POSTG,C6_POSTG (Ha A^6), CGenFF Atom Type, C6_CGenFF, OPLS Atom Type, C6_OPLS, GAFF Atom Type, C6_GAFF
diethyl-sulfide, diethyl-sulfide_T298.15,13,2.57,0.094448014, HGA3,0.239, opls_140,0.06, hc,0.265
diethyl-sulfide, diethyl-sulfide_T298.15,14,2.37,0.087097974, HGA3,0.239, opls_140,0.06, hc,0.265
diethyl-sulfide, diethyl-sulfide_T298.15,15,2.59,0.095183018, HGA3,0.239, opls_140,0.06, hc,0.265
4-methylphenol, 4-methylphenol_T320,1,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
4-methylphenol, 4-methylphenol_T320,2,2.55,0.09371301, HGR61,0.242, opls_146,0.115, ha,0.26
4-methylphenol, 4-methylphenol_T320,3,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
4-methylphenol, 4-methylphenol_T320,4,2.53,0.092978006, HGR61,0.242, opls_146,0.115, ha,0.26
4-methylphenol, 4-methylphenol_T320,5,21.6,0.79380432, CG2R61,0.355, opls_145,-0.115, ca,0.34
4-methylphenol, 4-methylphenol_T320,6,21.8,0.80115436, CG331,0.365, opls_148,-0.065, c3,0.34
4-methylphenol, 4-methylphenol_T320,7,2.43,0.089302986, HGA3,0.239, opls_140,0.06, hc,0.265
4-methylphenol, 4-methylphenol_T320,8,2.44,0.089670488, HGA3,0.239, opls_140,0.06, hc,0.265
4-methylphenol, 4-methylphenol_T320,9,2.44,0.089670488, HGA3,0.239, opls_140,0.06, hc,0.265
4-methylphenol, 4-methylphenol_T320,10,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
4-methylphenol, 4-methylphenol_T320,11,2.53,0.092978006, HGR61,0.242, opls_146,0.115, ha,0.26
4-methylphenol, 4-methylphenol_T320,12,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
4-methylphenol, 4-methylphenol_T320,13,2.58,0.094815516, HGR61,0.242, opls_146,0.115, ha,0.26
4-methylphenol, 4-methylphenol_T320,14,22.2,0.81585444, CG2R61,0.355, opls_166,0.15, ca,0.34
4-methylphenol, 4-methylphenol_T320,15,11.8,0.43365236, OG311,0.314, opls_167,-0.585, oh,0.307
4-methylphenol, 4-methylphenol_T320,16,2.08,0.076440416, HGP1,0.04, opls_168,0.435, ho,0
pyrimidine, pyrimidine_T298.15,1,22.9,0.84157958, CG2R61,0.355, opls_532,0.653, ca,0.34
pyrimidine, pyrimidine_T298.15,2,2.38,0.087465476, HGR62,0.196, opls_535,0.011, h4,0.251
pyrimidine, pyrimidine_T298.15,3,22.7,0.83422954, CG2R61,0.355, opls_533,-0.689, ca,0.34
pyrimidine, pyrimidine_T298.15,4,2.34,0.085995468, HGR61,0.242, opls_536,0.197, ha,0.26
pyrimidine, pyrimidine_T298.15,5,22.9,0.84157958, CG2R61,0.355, opls_532,0.653, ca,0.34
pyrimidine, pyrimidine_T298.15,6,2.38,0.087465476, HGR62,0.196, opls_535,0.011, h4,0.251
pyrimidine, pyrimidine_T298.15,7,17.8,0.65415356, NG2R62,0.367, opls_530,-0.839, nb,0.325
pyrimidine, pyrimidine_T298.15,8,23.4,0.85995468, CG2R64,0.374, opls_531,0.874, ca,0.34
pyrimidine, pyrimidine_T298.15,9,2.51,0.092243002, HGR62,0.196, opls_534,-0.032, h5,0.242
pyrimidine, pyrimidine_T298.15,10,17.8,0.65415356, NG2R62,0.367, opls_530,-0.839, nb,0.325
2-aminoethanol, 2-aminoethanol_T444.15,1,12.7,0.46672754, OG311,0.314, opls_154,-0.683, oh,0.307
2-aminoethanol, 2-aminoethanol_T444.15,2,2.81,0.103268062, HGP1,0.04, opls_155,0.418, ho,0
2-aminoethanol, 2-aminoethanol_T444.15,3,21.1,0.77542922, CG321,0.358, opls_157,0.145, c3,0.34
2-aminoethanol, 2-aminoethanol_T444.15,4,2.56,0.094080512, HGA2,0.239, opls_140,0.06, h1,0.247
2-aminoethanol, 2-aminoethanol_T444.15,5,2.38,0.087465476, HGA2,0.239, opls_140,0.06, h1,0.247
2-aminoethanol, 2-aminoethanol_T444.15,6,20.5,0.7533791, CG321,0.358, opls_906,0.06, c3,0.34
2-aminoethanol, 2-aminoethanol_T444.15,7,2.46,0.090405492, HGA2,0.239, opls_911,0.06, h1,0.247
2-aminoethanol, 2-aminoethanol_T444.15,8,2.41,0.088567982, HGA2,0.239, opls_911,0.06, h1,0.247
2-aminoethanol, 2-aminoethanol_T444.15,9,15.3,0.56227806, NG321,0.355, opls_900,-0.9, n3,0.325
2-aminoethanol, 2-aminoethanol_T444.15,10,2.21,0.081217942, HGPAM2,0.156, opls_909,0.36, hn,0.107
2-aminoethanol, 2-aminoethanol_T444.15,11,2.22,0.081585444, HGPAM2,0.156, opls_909,0.36, hn,0.107
4-methylpyridine, 4-methylpyridine_T298.15,1,21.4,0.78645428, CG331,0.365, opls_674,-0.169, c3,0.34
4-methylpyridine, 4-methylpyridine_T298.15,2,2.36,0.086730472, HGA3,0.239, opls_140,0.06, hc,0.265
4-methylpyridine, 4-methylpyridine_T298.15,3,2.36,0.086730472, HGA3,0.239, opls_140,0.06, hc,0.265
4-methylpyridine, 4-methylpyridine_T298.15,4,2.35,0.08636297, HGA3,0.239, opls_140,0.06, hc,0.265
4-methylpyridine, 4-methylpyridine_T298.15,5,21.2,0.77910424, CG2R61,0.355, opls_523,0.227, ca,0.34
4-methylpyridine, 4-methylpyridine_T298.15,6,23.1,0.84892962, CG2R61,0.355, opls_522,-0.447, ca,0.34
4-methylpyridine, 4-methylpyridine_T298.15,7,2.49,0.091507998, HGR61,0.242, opls_525,0.155, ha,0.26
4-methylpyridine, 4-methylpyridine_T298.15,8,23.7,0.87097974, CG2R61,0.355, opls_521,0.473, ca,0.34
4-methylpyridine, 4-methylpyridine_T298.15,9,2.55,0.09371301, HGR62,0.196, opls_524,0.012, h4,0.251
4-methylpyridine, 4-methylpyridine_T298.15,10,18.2,0.66885364, NG2R60,0.337, opls_520,-0.678, nb,0.325
4-methylpyridine, 4-methylpyridine_T298.15,11,23.7,0.87097974, CG2R61,0.355, opls_521,0.473, ca,0.34
4-methylpyridine, 4-methylpyridine_T298.15,12,2.55,0.09371301, HGR62,0.196, opls_524,0.012, h4,0.251
4-methylpyridine, 4-methylpyridine_T298.15,13,23,0.8452546, CG2R61,0.355, opls_522,-0.447, ca,0.34
4-methylpyridine, 4-methylpyridine_T298.15,14,2.49,0.091507998, HGR61,0.242, opls_525,0.155, ha,0.26
isobutane, isobutane_T243.65,1,21.7,0.79747934, CG331,0.365, opls_135,-0.18, c3,0.34
isobutane, isobutane_T243.65,2,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T243.65,3,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T243.65,4,2.49,0.091507998, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T243.65,5,19.3,0.70927886, CG311,0.356, opls_137,-0.06, c3,0.34
isobutane, isobutane_T243.65,6,2.39,0.087832978, HGA1,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T243.65,7,21.7,0.79747934, CG331,0.365, opls_135,-0.18, c3,0.34
isobutane, isobutane_T243.65,8,2.49,0.091507998, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T243.65,9,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T243.65,10,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T243.65,11,21.7,0.79747934, CG331,0.365, opls_135,-0.18, c3,0.34
isobutane, isobutane_T243.65,12,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T243.65,13,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
isobutane, isobutane_T243.65,14,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
2-methylphenol, 2-methylphenol_T308.15,1,21.5,0.7901293, CG331,0.365, opls_148,-0.065, c3,0.34
2-methylphenol, 2-methylphenol_T308.15,2,2.35,0.08636297, HGA3,0.239, opls_140,0.06, hc,0.265
2-methylphenol, 2-methylphenol_T308.15,3,2.4,0.08820048, HGA3,0.239, opls_140,0.06, hc,0.265
2-methylphenol, 2-methylphenol_T308.15,4,2.39,0.087832978, HGA3,0.239, opls_140,0.06, hc,0.265
2-methylphenol, 2-methylphenol_T308.15,5,21.4,0.78645428, CG2R61,0.355, opls_145,-0.115, ca,0.34
2-methylphenol, 2-methylphenol_T308.15,6,23.5,0.8636297, CG2R61,0.355, opls_145,-0.115, ca,0.34
2-methylphenol, 2-methylphenol_T308.15,7,2.56,0.094080512, HGR61,0.242, opls_146,0.115, ha,0.26
2-methylphenol, 2-methylphenol_T308.15,8,24,0.8820048, CG2R61,0.355, opls_145,-0.115, ca,0.34
2-methylphenol, 2-methylphenol_T308.15,9,2.58,0.094815516, HGR61,0.242, opls_146,0.115, ha,0.26
2-methylphenol, 2-methylphenol_T308.15,10,23.8,0.87465476, CG2R61,0.355, opls_145,-0.115, ca,0.34
2-methylphenol, 2-methylphenol_T308.15,11,2.52,0.092610504, HGR61,0.242, opls_146,0.115, ha,0.26
2-methylphenol, 2-methylphenol_T308.15,12,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
2-methylphenol, 2-methylphenol_T308.15,13,2.59,0.095183018, HGR61,0.242, opls_146,0.115, ha,0.26
2-methylphenol, 2-methylphenol_T308.15,14,21.8,0.80115436, CG2R61,0.355, opls_166,0.15, ca,0.34
2-methylphenol, 2-methylphenol_T308.15,15,11.7,0.42997734, OG311,0.314, opls_167,-0.585, oh,0.307
2-methylphenol, 2-methylphenol_T308.15,16,2.24,0.082320448, HGP1,0.04, opls_168,0.435, ho,0
1-butanol, 1-butanol_T298.15,1,21.6,0.79380432, CG331,0.365, opls_135,-0.18, c3,0.34
1-butanol, 1-butanol_T298.15,2,2.45,0.09003799, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T298.15,3,2.49,0.091507998, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T298.15,4,2.4,0.08820048, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T298.15,5,20.3,0.74602906, CG321,0.358, opls_136,-0.12, c3,0.34
1-butanol, 1-butanol_T298.15,6,2.46,0.090405492, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T298.15,7,2.36,0.086730472, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T298.15,8,20.4,0.74970408, CG321,0.358, opls_136,-0.12, c3,0.34
1-butanol, 1-butanol_T298.15,9,2.48,0.091140496, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T298.15,10,2.42,0.088935484, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T298.15,11,20.9,0.76807918, CG321,0.358, opls_157,0.145, c3,0.34
1-butanol, 1-butanol_T298.15,12,2.37,0.087097974, HGA2,0.239, opls_140,0.06, h1,0.247
1-butanol, 1-butanol_T298.15,13,2.52,0.092610504, HGA2,0.239, opls_140,0.06, h1,0.247
1-butanol, 1-butanol_T298.15,14,12.4,0.45570248, OG311,0.314, opls_154,-0.683, oh,0.307
1-butanol, 1-butanol_T298.15,15,2.32,0.085260464, HGP1,0.04, opls_155,0.418, ho,0
NN-dimethylformamide, NN-dimethylformamide_T298.15,1,21.2,0.77910424, CG331,0.365, opls_243,-0.11, c3,0.34
NN-dimethylformamide, NN-dimethylformamide_T298.15,2,2.35,0.08636297, HGA3,0.239, opls_140,0.06, h1,0.247
NN-dimethylformamide, NN-dimethylformamide_T298.15,3,2.53,0.092978006, HGA3,0.239, opls_140,0.06, h1,0.247
NN-dimethylformamide, NN-dimethylformamide_T298.15,4,2.35,0.08636297, HGA3,0.239, opls_140,0.06, h1,0.247
NN-dimethylformamide, NN-dimethylformamide_T298.15,5,12.5,0.4593775, NG2S0,0.33, opls_239,-0.14, n,0.325
NN-dimethylformamide, NN-dimethylformamide_T298.15,6,20.9,0.76807918, CG331,0.365, opls_243,-0.11, c3,0.34
NN-dimethylformamide, NN-dimethylformamide_T298.15,7,2.33,0.085627966, HGA3,0.239, opls_140,0.06, h1,0.247
NN-dimethylformamide, NN-dimethylformamide_T298.15,8,2.32,0.085260464, HGA3,0.239, opls_140,0.06, h1,0.247
NN-dimethylformamide, NN-dimethylformamide_T298.15,9,2.33,0.085627966, HGA3,0.239, opls_140,0.06, h1,0.247
NN-dimethylformamide, NN-dimethylformamide_T298.15,10,23.1,0.84892962, CG2O1,0.356, opls_235,0.5, c,0.34
NN-dimethylformamide, NN-dimethylformamide_T298.15,11,2.56,0.094080512, HGR52,0.16, opls_279,0, h5,0.242
NN-dimethylformamide, NN-dimethylformamide_T298.15,12,14.8,0.54390296, OG2D1,0.303, opls_236,-0.5, o,0.296
methyloxirane, methyloxirane_T307.65,1,21.5,0.7901293, CG331,0.365, opls_135,-0.18, c3,0.34
methyloxirane, methyloxirane_T307.65,2,20.2,0.74235404, CG3C31,0.358, opls_183,0.17, cx,0.34
methyloxirane, methyloxirane_T307.65,3,12.4,0.45570248, OG3C31,0.294, opls_180,-0.4, os,0.3
methyloxirane, methyloxirane_T307.65,4,21.4,0.78645428, CG3C31,0.358, opls_182,0.14, cx,0.34
methyloxirane, methyloxirane_T307.65,5,2.35,0.08636297, HGA2,0.239, opls_185,0.03, h1,0.247
methyloxirane, methyloxirane_T307.65,6,2.32,0.085260464, HGA2,0.239, opls_185,0.03, h1,0.247
methyloxirane, methyloxirane_T307.65,7,2.34,0.085995468, HGA1,0.239, opls_185,0.03, h1,0.247
methyloxirane, methyloxirane_T307.65,8,2.44,0.089670488, HGA3,0.239, opls_140,0.06, hc,0.265
methyloxirane, methyloxirane_T307.65,9,2.36,0.086730472, HGA3,0.239, opls_140,0.06, hc,0.265
methyloxirane, methyloxirane_T307.65,10,2.36,0.086730472, HGA3,0.239, opls_140,0.06, hc,0.265
123-propanetriol, 123-propanetriol_T563.15,1,11.7,0.42997734, OG311,0.314, opls_171,-0.73, oh,0.307
123-propanetriol, 123-propanetriol_T563.15,2,2.01,0.073867902, HGP1,0.04, opls_172,0.465, ho,0
123-propanetriol, 123-propanetriol_T563.15,3,20.7,0.76072914, CG321,0.358, opls_173,0.145, c3,0.34
123-propanetriol, 123-propanetriol_T563.15,4,2.39,0.087832978, HGA2,0.239, opls_176,0.06, h1,0.247
123-propanetriol, 123-propanetriol_T563.15,5,2.5,0.0918755, HGA2,0.239, opls_176,0.06, h1,0.247
123-propanetriol, 123-propanetriol_T563.15,6,19.8,0.72765396, CG311,0.356, opls_174,0.205, c3,0.34
123-propanetriol, 123-propanetriol_T563.15,7,2.58,0.094815516, HGA1,0.239, opls_176,0.06, h1,0.247
123-propanetriol, 123-propanetriol_T563.15,8,11.9,0.43732738, OG311,0.314, opls_171,-0.73, oh,0.307
123-propanetriol, 123-propanetriol_T563.15,9,2.42,0.088935484, HGP1,0.04, opls_172,0.465, ho,0
123-propanetriol, 123-propanetriol_T563.15,10,21,0.7717542, CG321,0.358, opls_173,0.145, c3,0.34
123-propanetriol, 123-propanetriol_T563.15,11,2.38,0.087465476, HGA2,0.239, opls_176,0.06, h1,0.247
123-propanetriol, 123-propanetriol_T563.15,12,2.58,0.094815516, HGA2,0.239, opls_176,0.06, h1,0.247
123-propanetriol, 123-propanetriol_T563.15,13,12.4,0.45570248, OG311,0.314, opls_171,-0.73, oh,0.307
123-propanetriol, 123-propanetriol_T563.15,14,2.48,0.091140496, HGP1,0.04, opls_172,0.465, ho,0
2-methylpyridine, 2-methylpyridine_T298.15,1,22,0.8085044, CG331,0.365, opls_670,-0.168, c3,0.34
2-methylpyridine, 2-methylpyridine_T298.15,2,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
2-methylpyridine, 2-methylpyridine_T298.15,3,2.4,0.08820048, HGA3,0.239, opls_140,0.06, hc,0.265
2-methylpyridine, 2-methylpyridine_T298.15,4,2.5,0.0918755, HGA3,0.239, opls_140,0.06, hc,0.265
2-methylpyridine, 2-methylpyridine_T298.15,5,21.5,0.7901293, CG2R61,0.355, opls_521,0.473, ca,0.34
2-methylpyridine, 2-methylpyridine_T298.15,6,23.1,0.84892962, CG2R61,0.355, opls_522,-0.447, ca,0.34
2-methylpyridine, 2-methylpyridine_T298.15,7,2.49,0.091507998, HGR61,0.242, opls_525,0.155, ha,0.26
2-methylpyridine, 2-methylpyridine_T298.15,8,23.1,0.84892962, CG2R61,0.355, opls_523,0.227, ca,0.34
2-methylpyridine, 2-methylpyridine_T298.15,9,2.39,0.087832978, HGR61,0.242, opls_526,0.065, ha,0.26
2-methylpyridine, 2-methylpyridine_T298.15,10,23.4,0.85995468, CG2R61,0.355, opls_522,-0.447, ca,0.34
2-methylpyridine, 2-methylpyridine_T298.15,11,2.46,0.090405492, HGR61,0.242, opls_525,0.155, ha,0.26
2-methylpyridine, 2-methylpyridine_T298.15,12,23.6,0.86730472, CG2R61,0.355, opls_521,0.473, ca,0.34
2-methylpyridine, 2-methylpyridine_T298.15,13,2.55,0.09371301, HGR62,0.196, opls_524,0.012, h4,0.251
2-methylpyridine, 2-methylpyridine_T298.15,14,17.6,0.64680352, NG2R60,0.337, opls_520,-0.678, nb,0.325
pyrrole, pyrrole_T298.15,1,24.6,0.90405492, CG2R51,0.374, opls_543,-0.163, cc,0.34
pyrrole, pyrrole_T298.15,2,2.59,0.095183018, HGR52,0.16, opls_546,0.155, h4,0.251
pyrrole, pyrrole_T298.15,3,25.3,0.92978006, CG2R51,0.374, opls_544,-0.149, cd,0.34
pyrrole, pyrrole_T298.15,4,2.68,0.098490536, HGR51,0.242, opls_547,0.118, ha,0.26
pyrrole, pyrrole_T298.15,5,25.3,0.92978006, CG2R51,0.374, opls_544,-0.149, cd,0.34
pyrrole, pyrrole_T298.15,6,2.68,0.098490536, HGR51,0.242, opls_547,0.118, ha,0.26
pyrrole, pyrrole_T298.15,7,24.6,0.90405492, CG2R51,0.374, opls_543,-0.163, cc,0.34
pyrrole, pyrrole_T298.15,8,2.59,0.095183018, HGR52,0.16, opls_546,0.155, h4,0.251
pyrrole, pyrrole_T298.15,9,13.7,0.50347774, NG2R51,0.33, opls_542,-0.239, na,0.325
pyrrole, pyrrole_T298.15,10,1.96,0.072030392, HGP1,0.04, opls_545,0.317, hn,0.107
12-difluorobenzene, 12-difluorobenzene_T293.15,1,8.22,0.302086644, FGR1,0.303, opls_728,-0.2, f,0.312
12-difluorobenzene, 12-difluorobenzene_T293.15,2,22.1,0.81217942, CG2R66,0.339, opls_727,0.2, ca,0.34
12-difluorobenzene, 12-difluorobenzene_T293.15,3,23.2,0.85260464, CG2R61,0.355, opls_145,-0.115, ca,0.34
12-difluorobenzene, 12-difluorobenzene_T293.15,4,2.42,0.088935484, HGR62,0.196, opls_146,0.115, ha,0.26
12-difluorobenzene, 12-difluorobenzene_T293.15,5,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
12-difluorobenzene, 12-difluorobenzene_T293.15,6,2.43,0.089302986, HGR61,0.242, opls_146,0.115, ha,0.26
12-difluorobenzene, 12-difluorobenzene_T293.15,7,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
12-difluorobenzene, 12-difluorobenzene_T293.15,8,2.43,0.089302986, HGR61,0.242, opls_146,0.115, ha,0.26
12-difluorobenzene, 12-difluorobenzene_T293.15,9,23.2,0.85260464, CG2R61,0.355, opls_145,-0.115, ca,0.34
12-difluorobenzene, 12-difluorobenzene_T293.15,10,2.42,0.088935484, HGR62,0.196, opls_146,0.115, ha,0.26
12-difluorobenzene, 12-difluorobenzene_T293.15,11,22.1,0.81217942, CG2R66,0.339, opls_727,0.2, ca,0.34
12-difluorobenzene, 12-difluorobenzene_T293.15,12,8.22,0.302086644, FGR1,0.303, opls_728,-0.2, f,0.312
ethylene-carbonate, ethylene-carbonate_T298.15,1,10.8,0.39690216, OG3C51,0.294, opls_773,-0.45, os,0.3
ethylene-carbonate, ethylene-carbonate_T298.15,2,19.5,0.7166289, CG3C52,0.36, opls_774,0.21, c3,0.34
ethylene-carbonate, ethylene-carbonate_T298.15,3,2.1,0.07717542, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T298.15,4,2.16,0.079380432, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T298.15,5,19.5,0.7166289, CG3C52,0.36, opls_774,0.21, c3,0.34
ethylene-carbonate, ethylene-carbonate_T298.15,6,2.16,0.079380432, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T298.15,7,2.1,0.07717542, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T298.15,8,10.8,0.39690216, OG3C51,0.294, opls_773,-0.45, os,0.3
ethylene-carbonate, ethylene-carbonate_T298.15,9,22.4,0.82320448, CG251O,0.372, opls_772,0.86, c,0.34
ethylene-carbonate, ethylene-carbonate_T298.15,10,14.5,0.5328779, OG2D1,0.303, opls_771,-0.5, o,0.296
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,1,21.9,0.80482938, CG331,0.365, opls_135,-0.18, c3,0.34
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,2,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,3,2.53,0.092978006, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,4,2.56,0.094080512, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,5,18.8,0.69090376, CG301,0.356, opls_159,0.265, c3,0.34
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,6,21.9,0.80482938, CG331,0.365, opls_135,-0.18, c3,0.34
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,7,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,8,2.46,0.090405492, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,9,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,10,21.8,0.80115436, CG331,0.365, opls_135,-0.18, c3,0.34
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,11,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,12,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,13,2.52,0.092610504, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,14,12.2,0.44835244, OG311,0.314, opls_154,-0.683, oh,0.307
2-methyl-2-propanol, 2-methyl-2-propanol_T293.15,15,2.29,0.084157958, HGP1,0.04, opls_155,0.418, ho,0
2-methylpyridine, 2-methylpyridine_T293.15,1,22,0.8085044, CG331,0.365, opls_670,-0.168, c3,0.34
2-methylpyridine, 2-methylpyridine_T293.15,2,2.5,0.0918755, HGA3,0.239, opls_140,0.06, hc,0.265
2-methylpyridine, 2-methylpyridine_T293.15,3,2.4,0.08820048, HGA3,0.239, opls_140,0.06, hc,0.265
2-methylpyridine, 2-methylpyridine_T293.15,4,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
2-methylpyridine, 2-methylpyridine_T293.15,5,21.5,0.7901293, CG2R61,0.355, opls_521,0.473, ca,0.34
2-methylpyridine, 2-methylpyridine_T293.15,6,23.1,0.84892962, CG2R61,0.355, opls_522,-0.447, ca,0.34
2-methylpyridine, 2-methylpyridine_T293.15,7,2.49,0.091507998, HGR61,0.242, opls_525,0.155, ha,0.26
2-methylpyridine, 2-methylpyridine_T293.15,8,23.1,0.84892962, CG2R61,0.355, opls_523,0.227, ca,0.34
2-methylpyridine, 2-methylpyridine_T293.15,9,2.39,0.087832978, HGR61,0.242, opls_526,0.065, ha,0.26
2-methylpyridine, 2-methylpyridine_T293.15,10,23.4,0.85995468, CG2R61,0.355, opls_522,-0.447, ca,0.34
2-methylpyridine, 2-methylpyridine_T293.15,11,2.46,0.090405492, HGR61,0.242, opls_525,0.155, ha,0.26
2-methylpyridine, 2-methylpyridine_T293.15,12,23.6,0.86730472, CG2R61,0.355, opls_521,0.473, ca,0.34
2-methylpyridine, 2-methylpyridine_T293.15,13,2.55,0.09371301, HGR62,0.196, opls_524,0.012, h4,0.251
2-methylpyridine, 2-methylpyridine_T293.15,14,17.6,0.64680352, NG2R60,0.337, opls_520,-0.678, nb,0.325
pyrimidine, pyrimidine_T293.15,1,22.9,0.84157958, CG2R61,0.355, opls_532,0.653, ca,0.34
pyrimidine, pyrimidine_T293.15,2,2.38,0.087465476, HGR62,0.196, opls_535,0.011, h4,0.251
pyrimidine, pyrimidine_T293.15,3,22.7,0.83422954, CG2R61,0.355, opls_533,-0.689, ca,0.34
pyrimidine, pyrimidine_T293.15,4,2.34,0.085995468, HGR61,0.242, opls_536,0.197, ha,0.26
pyrimidine, pyrimidine_T293.15,5,22.9,0.84157958, CG2R61,0.355, opls_532,0.653, ca,0.34
pyrimidine, pyrimidine_T293.15,6,2.38,0.087465476, HGR62,0.196, opls_535,0.011, h4,0.251
pyrimidine, pyrimidine_T293.15,7,17.8,0.65415356, NG2R62,0.367, opls_530,-0.839, nb,0.325
pyrimidine, pyrimidine_T293.15,8,23.4,0.85995468, CG2R64,0.374, opls_531,0.874, ca,0.34
pyrimidine, pyrimidine_T293.15,9,2.51,0.092243002, HGR62,0.196, opls_534,-0.032, h5,0.242
pyrimidine, pyrimidine_T293.15,10,17.8,0.65415356, NG2R62,0.367, opls_530,-0.839, nb,0.325
12-ethanediamine, 12-ethanediamine_T293.15,1,17.1,0.62842842, NG321,0.355, opls_900,-0.9, n3,0.325
12-ethanediamine, 12-ethanediamine_T293.15,2,2.79,0.102533058, HGPAM2,0.156, opls_909,0.36, hn,0.107
12-ethanediamine, 12-ethanediamine_T293.15,3,2.45,0.09003799, HGPAM2,0.156, opls_909,0.36, hn,0.107
12-ethanediamine, 12-ethanediamine_T293.15,4,21,0.7717542, CG321,0.358, opls_906,0.06, c3,0.34
12-ethanediamine, 12-ethanediamine_T293.15,5,2.43,0.089302986, HGA2,0.239, opls_911,0.06, h1,0.247
12-ethanediamine, 12-ethanediamine_T293.15,6,2.54,0.093345508, HGA2,0.239, opls_911,0.06, h1,0.247
12-ethanediamine, 12-ethanediamine_T293.15,7,20.8,0.76440416, CG321,0.358, opls_906,0.06, c3,0.34
12-ethanediamine, 12-ethanediamine_T293.15,8,2.48,0.091140496, HGA2,0.239, opls_911,0.06, h1,0.247
12-ethanediamine, 12-ethanediamine_T293.15,9,2.55,0.09371301, HGA2,0.239, opls_911,0.06, h1,0.247
12-ethanediamine, 12-ethanediamine_T293.15,10,16,0.5880032, NG321,0.355, opls_900,-0.9, n3,0.325
12-ethanediamine, 12-ethanediamine_T293.15,11,2.31,0.084892962, HGPAM2,0.156, opls_909,0.36, hn,0.107
12-ethanediamine, 12-ethanediamine_T293.15,12,2.3,0.08452546, HGPAM2,0.156, opls_909,0.36, hn,0.107
ethylene-carbonate, ethylene-carbonate_T312.15,1,10.8,0.39690216, OG3C51,0.294, opls_773,-0.45, os,0.3
